,Media,Data
2,0.526,2025-03-01
3,0.5111,2025-03-01
4,0.4754,2025-04-01
5,0.4932,2025-04-01
6,0.3568,2025-05-01
7,0.3516,2025-05-01
8,0.3292,2025-06-01
9,0.318,2025-06-01
10,0.3257,2025-07-01
11,0.3361,2025-07-01
12,0.2361,2025-08-01
13,0.2551,2025-08-01
14,0.3283,2025-09-01
15,0.3399,2025-09-01
16,0.4038,2025-10-01
17,0.4253,2025-10-01
18,0.3585,2025-11-01
19,0.3685,2025-11-01
20,0.5843,2025-12-01
21,0.5889,2025-12-01
22,0.4361,2026-01-01
23,0.4461,2026-01-01
24,0.5672,2026-02-01
25,0.6082,2026-02-01
26,0.3833,2026-03-01
27,0.3867,2026-03-01
28,0.3826,2026-04-01
29,0.3943,2026-04-01
30,0.2985,2026-05-01
31,0.2976,2026-05-01
32,0.2584,2026-06-01
33,0.2481,2026-06-01
34,0.1984,2026-07-01
35,0.2384,2026-07-01
36,0.185,2026-08-01
37,0.1968,2026-08-01
38,0.284,2026-09-01
39,0.2927,2026-09-01
52,0.5367,2025-03-01
53,0.5112,2025-03-01
54,0.4733,2025-04-01
55,0.4935,2025-04-01
56,0.3581,2025-05-01
57,0.3519,2025-05-01
58,0.3386,2025-06-01
59,0.3185,2025-06-01
60,0.3395,2025-07-01
61,0.3367,2025-07-01
62,0.2462,2025-08-01
63,0.2533,2025-08-01
64,0.3354,2025-09-01
65,0.3402,2025-09-01
66,0.4062,2025-10-01
67,0.4255,2025-10-01
68,0.3546,2025-11-01
69,0.3682,2025-11-01
70,0.5778,2025-12-01
71,0.5906,2025-12-01
72,0.4324,2026-01-01
73,0.4469,2026-01-01
74,0.5682,2026-02-01
75,0.6086,2026-02-01
76,0.3903,2026-03-01
77,0.3865,2026-03-01
78,0.3941,2026-04-01
79,0.3953,2026-04-01
80,0.2982,2026-05-01
81,0.2976,2026-05-01
82,0.2661,2026-06-01
83,0.2481,2026-06-01
84,0.2047,2026-07-01
85,0.2387,2026-07-01
86,0.1964,2026-08-01
87,0.1959,2026-08-01
88,0.2934,2026-09-01
89,0.2931,2026-09-01
102,0.5311,2025-03-01
103,0.5109,2025-03-01
104,0.4563,2025-04-01
105,0.4914,2025-04-01
106,0.3626,2025-05-01
107,0.3558,2025-05-01
108,0.3402,2025-06-01
109,0.3208,2025-06-01
110,0.3391,2025-07-01
111,0.3389,2025-07-01
112,0.2424,2025-08-01
113,0.2562,2025-08-01
114,0.3388,2025-09-01
115,0.3405,2025-09-01
116,0.4103,2025-10-01
117,0.4242,2025-10-01
118,0.3498,2025-11-01
119,0.3674,2025-11-01
120,0.5799,2025-12-01
121,0.5888,2025-12-01
122,0.421,2026-01-01
123,0.4476,2026-01-01
124,0.5916,2026-02-01
125,0.6107,2026-02-01
126,0.3866,2026-03-01
127,0.3851,2026-03-01
128,0.3574,2026-04-01
129,0.3935,2026-04-01
130,0.2961,2026-05-01
131,0.2976,2026-05-01
132,0.2488,2026-06-01
133,0.2481,2026-06-01
134,0.1985,2026-07-01
135,0.2386,2026-07-01
136,0.1859,2026-08-01
137,0.1961,2026-08-01
138,0.2822,2026-09-01
139,0.2933,2026-09-01
152,0.5282,2025-03-01
153,0.5122,2025-03-01
154,0.4608,2025-04-01
155,0.4899,2025-04-01
156,0.3703,2025-05-01
157,0.3559,2025-05-01
158,0.3445,2025-06-01
159,0.3199,2025-06-01
160,0.3451,2025-07-01
161,0.3397,2025-07-01
162,0.246,2025-08-01
163,0.2556,2025-08-01
164,0.3474,2025-09-01
165,0.3404,2025-09-01
166,0.4158,2025-10-01
167,0.4243,2025-10-01
168,0.3485,2025-11-01
169,0.3673,2025-11-01
170,0.5837,2025-12-01
171,0.5883,2025-12-01
172,0.4337,2026-01-01
173,0.4475,2026-01-01
174,0.6049,2026-02-01
175,0.6101,2026-02-01
176,0.3937,2026-03-01
177,0.3849,2026-03-01
178,0.3708,2026-04-01
179,0.3947,2026-04-01
180,0.3006,2026-05-01
181,0.2976,2026-05-01
182,0.257,2026-06-01
183,0.249,2026-06-01
184,0.2182,2026-07-01
185,0.239,2026-07-01
186,0.1874,2026-08-01
187,0.1946,2026-08-01
188,0.2853,2026-09-01
189,0.2926,2026-09-01
202,0.5276,2025-03-01
203,0.5127,2025-03-01
204,0.4559,2025-04-01
205,0.4892,2025-04-01
206,0.3669,2025-05-01
207,0.356,2025-05-01
208,0.3306,2025-06-01
209,0.32,2025-06-01
210,0.3344,2025-07-01
211,0.3401,2025-07-01
212,0.2374,2025-08-01
213,0.2557,2025-08-01
214,0.3422,2025-09-01
215,0.341,2025-09-01
216,0.4197,2025-10-01
217,0.4242,2025-10-01
218,0.3497,2025-11-01
219,0.3672,2025-11-01
220,0.5738,2025-12-01
221,0.5887,2025-12-01
222,0.4358,2026-01-01
223,0.4472,2026-01-01
224,0.6044,2026-02-01
225,0.6105,2026-02-01
226,0.389,2026-03-01
227,0.3855,2026-03-01
228,0.3587,2026-04-01
229,0.3941,2026-04-01
230,0.296,2026-05-01
231,0.2975,2026-05-01
232,0.2595,2026-06-01
233,0.2489,2026-06-01
234,0.2149,2026-07-01
235,0.2392,2026-07-01
236,0.1761,2026-08-01
237,0.1942,2026-08-01
238,0.2817,2026-09-01
239,0.2924,2026-09-01
250,0.5383,2025-03-01
251,0.517,2025-03-01
252,0.4752,2025-04-01
253,0.4917,2025-04-01
254,0.3624,2025-05-01
255,0.3565,2025-05-01
256,0.3188,2025-06-01
257,0.3196,2025-06-01
258,0.3393,2025-07-01
259,0.3424,2025-07-01
260,0.2277,2025-08-01
261,0.2536,2025-08-01
262,0.351,2025-09-01
263,0.3415,2025-09-01
264,0.4305,2025-10-01
265,0.4232,2025-10-01
266,0.3566,2025-11-01
267,0.3672,2025-11-01
268,0.5919,2025-12-01
269,0.5907,2025-12-01
270,0.4421,2026-01-01
271,0.4482,2026-01-01
272,0.6252,2026-02-01
273,0.6115,2026-02-01
274,0.3926,2026-03-01
275,0.3864,2026-03-01
276,0.3679,2026-04-01
277,0.3947,2026-04-01
278,0.2978,2026-05-01
279,0.2977,2026-05-01
280,0.2598,2026-06-01
281,0.2502,2026-06-01
282,0.2125,2026-07-01
283,0.2402,2026-07-01
284,0.1685,2026-08-01
285,0.1946,2026-08-01
286,0.2854,2026-09-01
287,0.2924,2026-09-01
300,0.5391,2025-03-01
301,0.5199,2025-03-01
302,0.4774,2025-04-01
303,0.4912,2025-04-01
304,0.3638,2025-05-01
305,0.358,2025-05-01
306,0.3195,2025-06-01
307,0.3212,2025-06-01
308,0.3419,2025-07-01
309,0.343,2025-07-01
310,0.2324,2025-08-01
311,0.2544,2025-08-01
312,0.3528,2025-09-01
313,0.3426,2025-09-01
314,0.4275,2025-10-01
315,0.4234,2025-10-01
316,0.3551,2025-11-01
317,0.3684,2025-11-01
318,0.5862,2025-12-01
319,0.5908,2025-12-01
320,0.4342,2026-01-01
321,0.4502,2026-01-01
322,0.6301,2026-02-01
323,0.6079,2026-02-01
324,0.3846,2026-03-01
325,0.3855,2026-03-01
326,0.3625,2026-04-01
327,0.3947,2026-04-01
328,0.2883,2026-05-01
329,0.2973,2026-05-01
330,0.2539,2026-06-01
331,0.2505,2026-06-01
332,0.2207,2026-07-01
333,0.2419,2026-07-01
334,0.1687,2026-08-01
335,0.1932,2026-08-01
336,0.2832,2026-09-01
337,0.2928,2026-09-01
350,0.5582,2025-03-01
351,0.5483,2025-03-01
352,0.4826,2025-04-01
353,0.4818,2025-04-01
354,0.3686,2025-05-01
355,0.3696,2025-05-01
356,0.3247,2025-06-01
357,0.3266,2025-06-01
358,0.3441,2025-07-01
359,0.3419,2025-07-01
360,0.2805,2025-08-01
361,0.2789,2025-08-01
362,0.3354,2025-09-01
363,0.3328,2025-09-01
364,0.4137,2025-10-01
365,0.4127,2025-10-01
366,0.3575,2025-11-01
367,0.3593,2025-11-01
368,0.5818,2025-12-01
369,0.577,2025-12-01
370,0.4567,2026-01-01
371,0.4522,2026-01-01
372,0.6235,2026-02-01
373,0.6095,2026-02-01
374,0.3867,2026-03-01
375,0.387,2026-03-01
376,0.4026,2026-04-01
377,0.398,2026-04-01
378,0.3022,2026-05-01
379,0.3007,2026-05-01
380,0.2538,2026-06-01
381,0.2506,2026-06-01
382,0.2483,2026-07-01
383,0.2454,2026-07-01
384,0.1971,2026-08-01
385,0.1952,2026-08-01
386,0.2957,2026-09-01
387,0.2913,2026-09-01
400,0.5591,2025-03-01
401,0.5485,2025-03-01
402,0.4817,2025-04-01
403,0.48,2025-04-01
404,0.3689,2025-05-01
405,0.3704,2025-05-01
406,0.3217,2025-06-01
407,0.3266,2025-06-01
408,0.3408,2025-07-01
409,0.3421,2025-07-01
410,0.2793,2025-08-01
411,0.2791,2025-08-01
412,0.3324,2025-09-01
413,0.3333,2025-09-01
414,0.4113,2025-10-01
415,0.4124,2025-10-01
416,0.3572,2025-11-01
417,0.3591,2025-11-01
418,0.5802,2025-12-01
419,0.5753,2025-12-01
420,0.4578,2026-01-01
421,0.4522,2026-01-01
422,0.6252,2026-02-01
423,0.6095,2026-02-01
424,0.3892,2026-03-01
425,0.387,2026-03-01
426,0.4051,2026-04-01
427,0.398,2026-04-01
428,0.3015,2026-05-01
429,0.3007,2026-05-01
430,0.2541,2026-06-01
431,0.2506,2026-06-01
432,0.248,2026-07-01
433,0.2454,2026-07-01
434,0.1965,2026-08-01
435,0.1952,2026-08-01
436,0.2953,2026-09-01
437,0.2913,2026-09-01
450,0.5589,2025-03-01
451,0.5485,2025-03-01
452,0.4808,2025-04-01
453,0.4791,2025-04-01
454,0.3692,2025-05-01
455,0.37,2025-05-01
456,0.3226,2025-06-01
457,0.3272,2025-06-01
458,0.3397,2025-07-01
459,0.342,2025-07-01
460,0.2797,2025-08-01
461,0.2793,2025-08-01
462,0.3317,2025-09-01
463,0.3335,2025-09-01
464,0.4099,2025-10-01
465,0.4115,2025-10-01
466,0.3567,2025-11-01
467,0.3593,2025-11-01
468,0.5789,2025-12-01
469,0.5748,2025-12-01
470,0.4596,2026-01-01
471,0.4533,2026-01-01
472,0.6244,2026-02-01
473,0.6093,2026-02-01
474,0.3877,2026-03-01
475,0.386,2026-03-01
476,0.4037,2026-04-01
477,0.3967,2026-04-01
478,0.3002,2026-05-01
479,0.3002,2026-05-01
480,0.2535,2026-06-01
481,0.2507,2026-06-01
482,0.2474,2026-07-01
483,0.2458,2026-07-01
484,0.1971,2026-08-01
485,0.1965,2026-08-01
486,0.2952,2026-09-01
487,0.2915,2026-09-01
500,0.5591,2025-03-01
501,0.5487,2025-03-01
502,0.4776,2025-04-01
503,0.4791,2025-04-01
504,0.3717,2025-05-01
505,0.37,2025-05-01
506,0.3268,2025-06-01
507,0.3272,2025-06-01
508,0.3393,2025-07-01
509,0.342,2025-07-01
510,0.2864,2025-08-01
511,0.2793,2025-08-01
512,0.3288,2025-09-01
513,0.3335,2025-09-01
514,0.4068,2025-10-01
515,0.4115,2025-10-01
516,0.3546,2025-11-01
517,0.3593,2025-11-01
518,0.5776,2025-12-01
519,0.5748,2025-12-01
520,0.4606,2026-01-01
521,0.4533,2026-01-01
522,0.6301,2026-02-01
523,0.6093,2026-02-01
524,0.3864,2026-03-01
525,0.386,2026-03-01
526,0.4039,2026-04-01
527,0.3967,2026-04-01
528,0.2995,2026-05-01
529,0.3002,2026-05-01
530,0.2529,2026-06-01
531,0.2507,2026-06-01
532,0.2508,2026-07-01
533,0.2458,2026-07-01
534,0.2007,2026-08-01
535,0.1965,2026-08-01
536,0.2964,2026-09-01
537,0.2915,2026-09-01
550,0.5645,2025-03-01
551,0.5517,2025-03-01
552,0.4776,2025-04-01
553,0.4794,2025-04-01
554,0.3733,2025-05-01
555,0.3698,2025-05-01
556,0.3304,2025-06-01
557,0.3266,2025-06-01
558,0.3401,2025-07-01
559,0.3416,2025-07-01
560,0.2878,2025-08-01
561,0.2794,2025-08-01
562,0.3294,2025-09-01
563,0.3335,2025-09-01
564,0.4019,2025-10-01
565,0.4111,2025-10-01
566,0.3509,2025-11-01
567,0.3594,2025-11-01
568,0.5808,2025-12-01
569,0.5749,2025-12-01
570,0.463,2026-01-01
571,0.4528,2026-01-01
572,0.6219,2026-02-01
573,0.6103,2026-02-01
574,0.3879,2026-03-01
575,0.3864,2026-03-01
576,0.4051,2026-04-01
577,0.3963,2026-04-01
578,0.3027,2026-05-01
579,0.2997,2026-05-01
580,0.2538,2026-06-01
581,0.25,2026-06-01
582,0.2465,2026-07-01
583,0.245,2026-07-01
584,0.2018,2026-08-01
585,0.1965,2026-08-01
586,0.2986,2026-09-01
587,0.2919,2026-09-01
600,0.5731,2025-03-01
601,0.5607,2025-03-01
602,0.4792,2025-04-01
603,0.482,2025-04-01
604,0.3787,2025-05-01
605,0.3721,2025-05-01
606,0.3558,2025-06-01
607,0.3334,2025-06-01
608,0.3459,2025-07-01
609,0.3496,2025-07-01
610,0.2885,2025-08-01
611,0.2818,2025-08-01
612,0.3179,2025-09-01
613,0.3252,2025-09-01
614,0.4054,2025-10-01
615,0.4081,2025-10-01
616,0.3207,2025-11-01
617,0.3477,2025-11-01
618,0.5561,2025-12-01
619,0.566,2025-12-01
620,0.4501,2026-01-01
621,0.4548,2026-01-01
622,0.6086,2026-02-01
623,0.6082,2026-02-01
624,0.3849,2026-03-01
625,0.3856,2026-03-01
626,0.4069,2026-04-01
627,0.4016,2026-04-01
628,0.2954,2026-05-01
629,0.2984,2026-05-01
630,0.2632,2026-06-01
631,0.2499,2026-06-01
632,0.2469,2026-07-01
633,0.2471,2026-07-01
634,0.2002,2026-08-01
635,0.1965,2026-08-01
636,0.2995,2026-09-01
637,0.2927,2026-09-01
650,0.5755,2025-03-01
651,0.5636,2025-03-01
652,0.4787,2025-04-01
653,0.4798,2025-04-01
654,0.3773,2025-05-01
655,0.3707,2025-05-01
656,0.3553,2025-06-01
657,0.3342,2025-06-01
658,0.3432,2025-07-01
659,0.3483,2025-07-01
660,0.2892,2025-08-01
661,0.2794,2025-08-01
662,0.3173,2025-09-01
663,0.3226,2025-09-01
664,0.404,2025-10-01
665,0.4069,2025-10-01
666,0.3217,2025-11-01
667,0.3443,2025-11-01
668,0.554,2025-12-01
669,0.5626,2025-12-01
670,0.4474,2026-01-01
671,0.454,2026-01-01
672,0.6106,2026-02-01
673,0.6085,2026-02-01
674,0.3882,2026-03-01
675,0.3871,2026-03-01
676,0.4067,2026-04-01
677,0.4021,2026-04-01
678,0.2922,2026-05-01
679,0.298,2026-05-01
680,0.2583,2026-06-01
681,0.2514,2026-06-01
682,0.2474,2026-07-01
683,0.2491,2026-07-01
684,0.1967,2026-08-01
685,0.1976,2026-08-01
686,0.2956,2026-09-01
687,0.2929,2026-09-01
700,0.5705,2025-03-01
701,0.5611,2025-03-01
702,0.4766,2025-04-01
703,0.4782,2025-04-01
704,0.3757,2025-05-01
705,0.3695,2025-05-01
706,0.3505,2025-06-01
707,0.3311,2025-06-01
708,0.3479,2025-07-01
709,0.3509,2025-07-01
710,0.2926,2025-08-01
711,0.281,2025-08-01
712,0.3176,2025-09-01
713,0.3242,2025-09-01
714,0.409,2025-10-01
715,0.4092,2025-10-01
716,0.3305,2025-11-01
717,0.3474,2025-11-01
718,0.5588,2025-12-01
719,0.5666,2025-12-01
720,0.4454,2026-01-01
721,0.4539,2026-01-01
722,0.6059,2026-02-01
723,0.6056,2026-02-01
724,0.3877,2026-03-01
725,0.3866,2026-03-01
726,0.4079,2026-04-01
727,0.4024,2026-04-01
728,0.2964,2026-05-01
729,0.3,2026-05-01
730,0.2649,2026-06-01
731,0.2562,2026-06-01
732,0.2502,2026-07-01
733,0.2508,2026-07-01
734,0.1974,2026-08-01
735,0.1987,2026-08-01
736,0.2949,2026-09-01
737,0.2926,2026-09-01
750,0.5715,2025-03-01
751,0.5611,2025-03-01
752,0.4764,2025-04-01
753,0.4782,2025-04-01
754,0.3754,2025-05-01
755,0.3695,2025-05-01
756,0.35,2025-06-01
757,0.3311,2025-06-01
758,0.3471,2025-07-01
759,0.3509,2025-07-01
760,0.2928,2025-08-01
761,0.281,2025-08-01
762,0.3171,2025-09-01
763,0.3242,2025-09-01
764,0.4085,2025-10-01
765,0.4092,2025-10-01
766,0.3294,2025-11-01
767,0.3474,2025-11-01
768,0.5582,2025-12-01
769,0.5666,2025-12-01
770,0.4454,2026-01-01
771,0.4539,2026-01-01
772,0.6061,2026-02-01
773,0.6056,2026-02-01
774,0.3878,2026-03-01
775,0.3866,2026-03-01
776,0.4079,2026-04-01
777,0.4024,2026-04-01
778,0.2964,2026-05-01
779,0.3,2026-05-01
780,0.2642,2026-06-01
781,0.2562,2026-06-01
782,0.2499,2026-07-01
783,0.2508,2026-07-01
784,0.1974,2026-08-01
785,0.1987,2026-08-01
786,0.2949,2026-09-01
787,0.2926,2026-09-01
800,0.5686,2025-03-01
801,0.5618,2025-03-01
802,0.4743,2025-04-01
803,0.4766,2025-04-01
804,0.3752,2025-05-01
805,0.3708,2025-05-01
806,0.347,2025-06-01
807,0.3324,2025-06-01
808,0.3444,2025-07-01
809,0.3489,2025-07-01
810,0.2932,2025-08-01
811,0.2818,2025-08-01
812,0.3169,2025-09-01
813,0.3249,2025-09-01
814,0.4111,2025-10-01
815,0.4074,2025-10-01
816,0.3353,2025-11-01
817,0.3472,2025-11-01
818,0.5665,2025-12-01
819,0.5675,2025-12-01
820,0.447,2026-01-01
821,0.4539,2026-01-01
822,0.6123,2026-02-01
823,0.606,2026-02-01
824,0.3873,2026-03-01
825,0.3874,2026-03-01
826,0.411,2026-04-01
827,0.4021,2026-04-01
828,0.2969,2026-05-01
829,0.2992,2026-05-01
830,0.2661,2026-06-01
831,0.2559,2026-06-01
832,0.2551,2026-07-01
833,0.2501,2026-07-01
834,0.1972,2026-08-01
835,0.1983,2026-08-01
836,0.2956,2026-09-01
837,0.292,2026-09-01
850,0.5465,2025-03-01
851,0.5543,2025-03-01
852,0.467,2025-04-01
853,0.4748,2025-04-01
854,0.3777,2025-05-01
855,0.3739,2025-05-01
856,0.3299,2025-06-01
857,0.3345,2025-06-01
858,0.3564,2025-07-01
859,0.3487,2025-07-01
860,0.2869,2025-08-01
861,0.2891,2025-08-01
862,0.3114,2025-09-01
863,0.3251,2025-09-01
864,0.4117,2025-10-01
865,0.4061,2025-10-01
866,0.3467,2025-11-01
867,0.3448,2025-11-01
868,0.5849,2025-12-01
869,0.5677,2025-12-01
870,0.4549,2026-01-01
871,0.455,2026-01-01
872,0.6272,2026-02-01
873,0.6061,2026-02-01
874,0.3802,2026-03-01
875,0.3868,2026-03-01
876,0.3981,2026-04-01
877,0.402,2026-04-01
878,0.2913,2026-05-01
879,0.2999,2026-05-01
880,0.2504,2026-06-01
881,0.2545,2026-06-01
882,0.2347,2026-07-01
883,0.2493,2026-07-01
884,0.1764,2026-08-01
885,0.1994,2026-08-01
886,0.2784,2026-09-01
887,0.2924,2026-09-01
900,0.5443,2025-03-01
901,0.5529,2025-03-01
902,0.4653,2025-04-01
903,0.4731,2025-04-01
904,0.3802,2025-05-01
905,0.3748,2025-05-01
906,0.3338,2025-06-01
907,0.3354,2025-06-01
908,0.3701,2025-07-01
909,0.3491,2025-07-01
910,0.2882,2025-08-01
911,0.2894,2025-08-01
912,0.3141,2025-09-01
913,0.3237,2025-09-01
914,0.4134,2025-10-01
915,0.407,2025-10-01
916,0.3464,2025-11-01
917,0.3447,2025-11-01
918,0.5847,2025-12-01
919,0.5686,2025-12-01
920,0.4536,2026-01-01
921,0.4542,2026-01-01
922,0.6307,2026-02-01
923,0.6076,2026-02-01
924,0.3784,2026-03-01
925,0.3866,2026-03-01
926,0.3981,2026-04-01
927,0.4013,2026-04-01
928,0.299,2026-05-01
929,0.3005,2026-05-01
930,0.2576,2026-06-01
931,0.2549,2026-06-01
932,0.2363,2026-07-01
933,0.2499,2026-07-01
934,0.182,2026-08-01
935,0.1979,2026-08-01
936,0.287,2026-09-01
937,0.2915,2026-09-01
950,0.5527,2025-03-01
951,0.5528,2025-03-01
952,0.4673,2025-04-01
953,0.4731,2025-04-01
954,0.3843,2025-05-01
955,0.3748,2025-05-01
956,0.3409,2025-06-01
957,0.3354,2025-06-01
958,0.3557,2025-07-01
959,0.3491,2025-07-01
960,0.2895,2025-08-01
961,0.2894,2025-08-01
962,0.313,2025-09-01
963,0.3237,2025-09-01
964,0.4073,2025-10-01
965,0.407,2025-10-01
966,0.3246,2025-11-01
967,0.3447,2025-11-01
968,0.5783,2025-12-01
969,0.5686,2025-12-01
970,0.4474,2026-01-01
971,0.4546,2026-01-01
972,0.636,2026-02-01
973,0.608,2026-02-01
974,0.3767,2026-03-01
975,0.3866,2026-03-01
976,0.3992,2026-04-01
977,0.4013,2026-04-01
978,0.2935,2026-05-01
979,0.301,2026-05-01
980,0.2456,2026-06-01
981,0.2549,2026-06-01
982,0.2286,2026-07-01
983,0.2495,2026-07-01
984,0.1793,2026-08-01
985,0.1979,2026-08-01
986,0.2892,2026-09-01
987,0.2915,2026-09-01
1000,0.5545,2025-03-01
1001,0.5528,2025-03-01
1002,0.4679,2025-04-01
1003,0.4723,2025-04-01
1004,0.3874,2025-05-01
1005,0.3748,2025-05-01
1006,0.3354,2025-06-01
1007,0.3354,2025-06-01
1008,0.3614,2025-07-01
1009,0.3491,2025-07-01
1010,0.2907,2025-08-01
1011,0.2894,2025-08-01
1012,0.3128,2025-09-01
1013,0.3237,2025-09-01
1014,0.4062,2025-10-01
1015,0.407,2025-10-01
1016,0.327,2025-11-01
1017,0.3447,2025-11-01
1018,0.58,2025-12-01
1019,0.5693,2025-12-01
1020,0.4508,2026-01-01
1021,0.4546,2026-01-01
1022,0.6374,2026-02-01
1023,0.608,2026-02-01
1024,0.3783,2026-03-01
1025,0.3866,2026-03-01
1026,0.3981,2026-04-01
1027,0.4013,2026-04-01
1028,0.2947,2026-05-01
1029,0.301,2026-05-01
1030,0.2468,2026-06-01
1031,0.2549,2026-06-01
1032,0.2302,2026-07-01
1033,0.2495,2026-07-01
1034,0.1831,2026-08-01
1035,0.1979,2026-08-01
1036,0.2906,2026-09-01
1037,0.2915,2026-09-01
1050,0.555,2025-03-01
1051,0.5528,2025-03-01
1052,0.4668,2025-04-01
1053,0.4723,2025-04-01
1054,0.3934,2025-05-01
1055,0.3748,2025-05-01
1056,0.3473,2025-06-01
1057,0.3354,2025-06-01
1058,0.3793,2025-07-01
1059,0.3491,2025-07-01
1060,0.301,2025-08-01
1061,0.2894,2025-08-01
1062,0.3072,2025-09-01
1063,0.3237,2025-09-01
1064,0.4073,2025-10-01
1065,0.407,2025-10-01
1066,0.3124,2025-11-01
1067,0.3447,2025-11-01
1068,0.5672,2025-12-01
1069,0.5693,2025-12-01
1070,0.4475,2026-01-01
1071,0.4546,2026-01-01
1072,0.6385,2026-02-01
1073,0.608,2026-02-01
1074,0.3841,2026-03-01
1075,0.3866,2026-03-01
1076,0.4035,2026-04-01
1077,0.4013,2026-04-01
1078,0.2949,2026-05-01
1079,0.301,2026-05-01
1080,0.2461,2026-06-01
1081,0.2549,2026-06-01
1082,0.2299,2026-07-01
1083,0.2495,2026-07-01
1084,0.18,2026-08-01
1085,0.1979,2026-08-01
1086,0.289,2026-09-01
1087,0.2915,2026-09-01
1100,0.5525,2025-03-01
1101,0.5496,2025-03-01
1102,0.4453,2025-04-01
1103,0.4683,2025-04-01
1104,0.3887,2025-05-01
1105,0.377,2025-05-01
1106,0.3284,2025-06-01
1107,0.3365,2025-06-01
1108,0.3617,2025-07-01
1109,0.3562,2025-07-01
1110,0.2944,2025-08-01
1111,0.2919,2025-08-01
1112,0.2778,2025-09-01
1113,0.3212,2025-09-01
1114,0.3805,2025-10-01
1115,0.4048,2025-10-01
1116,0.3108,2025-11-01
1117,0.3418,2025-11-01
1118,0.5467,2025-12-01
1119,0.5685,2025-12-01
1120,0.4256,2026-01-01
1121,0.4557,2026-01-01
1122,0.6013,2026-02-01
1123,0.606,2026-02-01
1124,0.3825,2026-03-01
1125,0.3845,2026-03-01
1126,0.3885,2026-04-01
1127,0.4029,2026-04-01
1128,0.311,2026-05-01
1129,0.303,2026-05-01
1130,0.2463,2026-06-01
1131,0.2579,2026-06-01
1132,0.2158,2026-07-01
1133,0.2516,2026-07-01
1134,0.1827,2026-08-01
1135,0.2006,2026-08-01
1136,0.279,2026-09-01
1137,0.2923,2026-09-01
1150,0.5503,2025-03-01
1151,0.5488,2025-03-01
1152,0.4438,2025-04-01
1153,0.4682,2025-04-01
1154,0.3876,2025-05-01
1155,0.3768,2025-05-01
1156,0.3314,2025-06-01
1157,0.3366,2025-06-01
1158,0.3558,2025-07-01
1159,0.354,2025-07-01
1160,0.2953,2025-08-01
1161,0.2925,2025-08-01
1162,0.2839,2025-09-01
1163,0.32,2025-09-01
1164,0.3729,2025-10-01
1165,0.4047,2025-10-01
1166,0.3054,2025-11-01
1167,0.3416,2025-11-01
1168,0.539,2025-12-01
1169,0.5709,2025-12-01
1170,0.4261,2026-01-01
1171,0.4561,2026-01-01
1172,0.5843,2026-02-01
1173,0.6064,2026-02-01
1174,0.381,2026-03-01
1175,0.3849,2026-03-01
1176,0.3809,2026-04-01
1177,0.4033,2026-04-01
1178,0.3096,2026-05-01
1179,0.303,2026-05-01
1180,0.2483,2026-06-01
1181,0.2579,2026-06-01
1182,0.2137,2026-07-01
1183,0.2516,2026-07-01
1184,0.1853,2026-08-01
1185,0.201,2026-08-01
1186,0.28,2026-09-01
1187,0.2928,2026-09-01
1200,0.5488,2025-03-01
1201,0.5489,2025-03-01
1202,0.4476,2025-04-01
1203,0.4685,2025-04-01
1204,0.3843,2025-05-01
1205,0.3772,2025-05-01
1206,0.3283,2025-06-01
1207,0.3362,2025-06-01
1208,0.3654,2025-07-01
1209,0.3528,2025-07-01
1210,0.2852,2025-08-01
1211,0.2927,2025-08-01
1212,0.2877,2025-09-01
1213,0.3205,2025-09-01
1214,0.3751,2025-10-01
1215,0.4045,2025-10-01
1216,0.3114,2025-11-01
1217,0.3409,2025-11-01
1218,0.5353,2025-12-01
1219,0.5698,2025-12-01
1220,0.4334,2026-01-01
1221,0.4559,2026-01-01
1222,0.5936,2026-02-01
1223,0.6075,2026-02-01
1224,0.3861,2026-03-01
1225,0.386,2026-03-01
1226,0.386,2026-04-01
1227,0.4039,2026-04-01
1228,0.3065,2026-05-01
1229,0.3022,2026-05-01
1230,0.2438,2026-06-01
1231,0.2567,2026-06-01
1232,0.2142,2026-07-01
1233,0.2497,2026-07-01
1234,0.1789,2026-08-01
1235,0.2002,2026-08-01
1236,0.2794,2026-09-01
1237,0.293,2026-09-01
1250,0.5462,2025-03-01
1251,0.5489,2025-03-01
1252,0.4463,2025-04-01
1253,0.4685,2025-04-01
1254,0.38,2025-05-01
1255,0.3772,2025-05-01
1256,0.3356,2025-06-01
1257,0.3362,2025-06-01
1258,0.3579,2025-07-01
1259,0.3528,2025-07-01
1260,0.2835,2025-08-01
1261,0.2927,2025-08-01
1262,0.2874,2025-09-01
1263,0.3205,2025-09-01
1264,0.3758,2025-10-01
1265,0.4045,2025-10-01
1266,0.3077,2025-11-01
1267,0.3409,2025-11-01
1268,0.532,2025-12-01
1269,0.5698,2025-12-01
1270,0.4285,2026-01-01
1271,0.4559,2026-01-01
1272,0.5905,2026-02-01
1273,0.6075,2026-02-01
1274,0.3843,2026-03-01
1275,0.386,2026-03-01
1276,0.3871,2026-04-01
1277,0.4039,2026-04-01
1278,0.3052,2026-05-01
1279,0.3022,2026-05-01
1280,0.2421,2026-06-01
1281,0.2567,2026-06-01
1282,0.2116,2026-07-01
1283,0.2497,2026-07-01
1284,0.1738,2026-08-01
1285,0.2002,2026-08-01
1286,0.2774,2026-09-01
1287,0.293,2026-09-01
1300,0.5471,2025-03-01
