,Media,Data
6664,0.3965,2026-04-01
6665,0.3966,2026-04-01
6666,0.2864,2026-05-01
6667,0.2866,2026-05-01
6668,0.2525,2026-06-01
6669,0.2486,2026-06-01
6670,0.2365,2026-07-01
6671,0.237,2026-07-01
6672,0.1864,2026-08-01
6673,0.192,2026-08-01
6674,0.2874,2026-09-01
6675,0.2835,2026-09-01
6700,0.5742,2025-09-01
6701,0.5806,2025-09-01
6702,0.2932,2025-10-01
6703,0.2992,2025-10-01
6704,0.2462,2025-11-01
6705,0.254,2025-11-01
6706,0.5025,2025-12-01
6707,0.4926,2025-12-01
6708,0.4591,2026-01-01
6709,0.4531,2026-01-01
6710,0.5977,2026-02-01
6711,0.5976,2026-02-01
6712,0.3775,2026-03-01
6713,0.3783,2026-03-01
6714,0.3962,2026-04-01
6715,0.3957,2026-04-01
6716,0.2864,2026-05-01
6717,0.2856,2026-05-01
6718,0.2546,2026-06-01
6719,0.2484,2026-06-01
6720,0.2385,2026-07-01
6721,0.2362,2026-07-01
6722,0.1898,2026-08-01
6723,0.1909,2026-08-01
6724,0.2857,2026-09-01
6725,0.2819,2026-09-01
6750,0.5722,2025-09-01
6751,0.5797,2025-09-01
6752,0.2938,2025-10-01
6753,0.2992,2025-10-01
6754,0.2453,2025-11-01
6755,0.254,2025-11-01
6756,0.5042,2025-12-01
6757,0.4937,2025-12-01
6758,0.4595,2026-01-01
6759,0.4531,2026-01-01
6760,0.5977,2026-02-01
6761,0.5976,2026-02-01
6762,0.3774,2026-03-01
6763,0.3783,2026-03-01
6764,0.3963,2026-04-01
6765,0.3957,2026-04-01
6766,0.2865,2026-05-01
6767,0.2856,2026-05-01
6768,0.2545,2026-06-01
6769,0.2484,2026-06-01
6770,0.2387,2026-07-01
6771,0.2362,2026-07-01
6772,0.19,2026-08-01
6773,0.1909,2026-08-01
6774,0.2858,2026-09-01
6775,0.2819,2026-09-01
6800,0.5728,2025-09-01
6801,0.5794,2025-09-01
6802,0.2916,2025-10-01
6803,0.2992,2025-10-01
6804,0.2433,2025-11-01
6805,0.254,2025-11-01
6806,0.5027,2025-12-01
6807,0.4937,2025-12-01
6808,0.4622,2026-01-01
6809,0.4538,2026-01-01
6810,0.596,2026-02-01
6811,0.5957,2026-02-01
6812,0.3755,2026-03-01
6813,0.3783,2026-03-01
6814,0.3986,2026-04-01
6815,0.3957,2026-04-01
6816,0.2854,2026-05-01
6817,0.2856,2026-05-01
6818,0.2509,2026-06-01
6819,0.249,2026-06-01
6820,0.2349,2026-07-01
6821,0.2368,2026-07-01
6822,0.1858,2026-08-01
6823,0.1909,2026-08-01
6824,0.2845,2026-09-01
6825,0.2819,2026-09-01
6850,0.5689,2025-09-01
6851,0.5778,2025-09-01
6852,0.2935,2025-10-01
6853,0.2996,2025-10-01
6854,0.2422,2025-11-01
6855,0.2545,2025-11-01
6856,0.506,2025-12-01
6857,0.4947,2025-12-01
6858,0.4651,2026-01-01
6859,0.4546,2026-01-01
6860,0.5951,2026-02-01
6861,0.5949,2026-02-01
6862,0.3765,2026-03-01
6863,0.3791,2026-03-01
6864,0.4002,2026-04-01
6865,0.3955,2026-04-01
6866,0.2857,2026-05-01
6867,0.2848,2026-05-01
6868,0.2497,2026-06-01
6869,0.2482,2026-06-01
6870,0.234,2026-07-01
6871,0.2358,2026-07-01
6872,0.1835,2026-08-01
6873,0.1894,2026-08-01
6874,0.2826,2026-09-01
6875,0.2807,2026-09-01
6900,0.5792,2025-09-01
6901,0.5757,2025-09-01
6902,0.3042,2025-10-01
6903,0.3076,2025-10-01
6904,0.2347,2025-11-01
6905,0.251,2025-11-01
6906,0.4956,2025-12-01
6907,0.4935,2025-12-01
6908,0.4445,2026-01-01
6909,0.4459,2026-01-01
6910,0.6031,2026-02-01
6911,0.5967,2026-02-01
6912,0.3663,2026-03-01
6913,0.3774,2026-03-01
6914,0.3938,2026-04-01
6915,0.3952,2026-04-01
6916,0.2872,2026-05-01
6917,0.2884,2026-05-01
6918,0.2458,2026-06-01
6919,0.2467,2026-06-01
6920,0.2403,2026-07-01
6921,0.2364,2026-07-01
6922,0.1871,2026-08-01
6923,0.1888,2026-08-01
6924,0.28,2026-09-01
6925,0.2803,2026-09-01
6950,0.5812,2025-09-01
6951,0.5747,2025-09-01
6952,0.3037,2025-10-01
6953,0.3069,2025-10-01
6954,0.2341,2025-11-01
6955,0.2477,2025-11-01
6956,0.4954,2025-12-01
6957,0.4937,2025-12-01
6958,0.4466,2026-01-01
6959,0.4478,2026-01-01
6960,0.6088,2026-02-01
6961,0.5984,2026-02-01
6962,0.3691,2026-03-01
6963,0.3787,2026-03-01
6964,0.3947,2026-04-01
6965,0.3958,2026-04-01
6966,0.285,2026-05-01
6967,0.2885,2026-05-01
6968,0.2451,2026-06-01
6969,0.2459,2026-06-01
6970,0.2395,2026-07-01
6971,0.2351,2026-07-01
6972,0.1865,2026-08-01
6973,0.1868,2026-08-01
6974,0.2785,2026-09-01
6975,0.2799,2026-09-01
7000,0.5797,2025-09-01
7001,0.576,2025-09-01
7002,0.3023,2025-10-01
7003,0.3056,2025-10-01
7004,0.2364,2025-11-01
7005,0.2469,2025-11-01
7006,0.4947,2025-12-01
7007,0.4933,2025-12-01
7008,0.4459,2026-01-01
7009,0.4468,2026-01-01
7010,0.6061,2026-02-01
7011,0.5977,2026-02-01
7012,0.3676,2026-03-01
7013,0.3779,2026-03-01
7014,0.3939,2026-04-01
7015,0.3953,2026-04-01
7016,0.2851,2026-05-01
7017,0.288,2026-05-01
7018,0.2446,2026-06-01
7019,0.2466,2026-06-01
7020,0.2352,2026-07-01
7021,0.2356,2026-07-01
7022,0.184,2026-08-01
7023,0.1874,2026-08-01
7024,0.2774,2026-09-01
7025,0.2807,2026-09-01
7050,0.581,2025-09-01
7051,0.5746,2025-09-01
7052,0.3004,2025-10-01
7053,0.3051,2025-10-01
7054,0.234,2025-11-01
7055,0.247,2025-11-01
7056,0.494,2025-12-01
7057,0.4933,2025-12-01
7058,0.4485,2026-01-01
7059,0.448,2026-01-01
7060,0.6036,2026-02-01
7061,0.5973,2026-02-01
7062,0.3646,2026-03-01
7063,0.377,2026-03-01
7064,0.3913,2026-04-01
7065,0.3946,2026-04-01
7066,0.2872,2026-05-01
7067,0.2894,2026-05-01
7068,0.2455,2026-06-01
7069,0.2466,2026-06-01
7070,0.2384,2026-07-01
7071,0.2355,2026-07-01
7072,0.183,2026-08-01
7073,0.1873,2026-08-01
7074,0.2788,2026-09-01
7075,0.2804,2026-09-01
7100,0.5766,2025-09-01
7101,0.5713,2025-09-01
7102,0.3012,2025-10-01
7103,0.3047,2025-10-01
7104,0.2342,2025-11-01
7105,0.247,2025-11-01
7106,0.4956,2025-12-01
7107,0.4949,2025-12-01
7108,0.4457,2026-01-01
7109,0.4483,2026-01-01
7110,0.6001,2026-02-01
7111,0.5965,2026-02-01
7112,0.3613,2026-03-01
7113,0.3763,2026-03-01
7114,0.3882,2026-04-01
7115,0.3943,2026-04-01
7116,0.2854,2026-05-01
7117,0.289,2026-05-01
7118,0.2472,2026-06-01
7119,0.2467,2026-06-01
7120,0.2408,2026-07-01
7121,0.2356,2026-07-01
7122,0.1843,2026-08-01
7123,0.1877,2026-08-01
7124,0.2805,2026-09-01
7125,0.279,2026-09-01
7150,0.5454,2025-09-01
7151,0.5595,2025-09-01
7152,0.3247,2025-10-01
7153,0.3093,2025-10-01
7154,0.2399,2025-11-01
7155,0.2483,2025-11-01
7156,0.5016,2025-12-01
7157,0.4928,2025-12-01
7158,0.4514,2026-01-01
7159,0.4497,2026-01-01
7160,0.6122,2026-02-01
7161,0.5966,2026-02-01
7162,0.3673,2026-03-01
7163,0.3763,2026-03-01
7164,0.3993,2026-04-01
7165,0.3965,2026-04-01
7166,0.2855,2026-05-01
7167,0.2891,2026-05-01
7168,0.2391,2026-06-01
7169,0.246,2026-06-01
7170,0.2204,2026-07-01
7171,0.2358,2026-07-01
7172,0.179,2026-08-01
7173,0.1876,2026-08-01
7174,0.2675,2026-09-01
7175,0.2785,2026-09-01
7200,0.5421,2025-09-01
7201,0.5539,2025-09-01
7202,0.3126,2025-10-01
7203,0.3058,2025-10-01
7204,0.2425,2025-11-01
7205,0.2497,2025-11-01
7206,0.5032,2025-12-01
7207,0.4953,2025-12-01
7208,0.4478,2026-01-01
7209,0.4501,2026-01-01
7210,0.6047,2026-02-01
7211,0.5973,2026-02-01
7212,0.3696,2026-03-01
7213,0.3754,2026-03-01
7214,0.4046,2026-04-01
7215,0.3969,2026-04-01
7216,0.2921,2026-05-01
7217,0.2901,2026-05-01
7218,0.255,2026-06-01
7219,0.2477,2026-06-01
7220,0.2224,2026-07-01
7221,0.2363,2026-07-01
7222,0.184,2026-08-01
7223,0.1873,2026-08-01
7224,0.2685,2026-09-01
7225,0.2783,2026-09-01
7250,0.5416,2025-09-01
7251,0.5536,2025-09-01
7252,0.3109,2025-10-01
7253,0.3046,2025-10-01
7254,0.2425,2025-11-01
7255,0.2496,2025-11-01
7256,0.5053,2025-12-01
7257,0.4959,2025-12-01
7258,0.4541,2026-01-01
7259,0.45,2026-01-01
7260,0.6127,2026-02-01
7261,0.5971,2026-02-01
7262,0.3738,2026-03-01
7263,0.3751,2026-03-01
7264,0.4053,2026-04-01
7265,0.3968,2026-04-01
7266,0.2936,2026-05-01
7267,0.2901,2026-05-01
7268,0.2516,2026-06-01
7269,0.2477,2026-06-01
7270,0.2219,2026-07-01
7271,0.2364,2026-07-01
7272,0.1842,2026-08-01
7273,0.1874,2026-08-01
7274,0.2681,2026-09-01
7275,0.2784,2026-09-01
7300,0.5416,2025-09-01
7301,0.5534,2025-09-01
7302,0.306,2025-10-01
7303,0.3029,2025-10-01
7304,0.2459,2025-11-01
7305,0.2504,2025-11-01
7306,0.5013,2025-12-01
7307,0.496,2025-12-01
7308,0.4484,2026-01-01
7309,0.45,2026-01-01
7310,0.6115,2026-02-01
7311,0.5971,2026-02-01
7312,0.3781,2026-03-01
7313,0.3751,2026-03-01
7314,0.4047,2026-04-01
7315,0.3968,2026-04-01
7316,0.2901,2026-05-01
7317,0.2901,2026-05-01
7318,0.2556,2026-06-01
7319,0.2477,2026-06-01
7320,0.2217,2026-07-01
7321,0.2364,2026-07-01
7322,0.1851,2026-08-01
7323,0.1874,2026-08-01
7324,0.2665,2026-09-01
7325,0.2784,2026-09-01
7350,0.5395,2025-09-01
7351,0.5527,2025-09-01
7352,0.3064,2025-10-01
7353,0.3036,2025-10-01
7354,0.2518,2025-11-01
7355,0.2503,2025-11-01
7356,0.4946,2025-12-01
7357,0.4948,2025-12-01
7358,0.4471,2026-01-01
7359,0.4482,2026-01-01
7360,0.6095,2026-02-01
7361,0.5965,2026-02-01
7362,0.3775,2026-03-01
7363,0.3754,2026-03-01
7364,0.4033,2026-04-01
7365,0.3968,2026-04-01
7366,0.2939,2026-05-01
7367,0.2918,2026-05-01
7368,0.2595,2026-06-01
7369,0.2485,2026-06-01
7370,0.2226,2026-07-01
7371,0.2359,2026-07-01
7372,0.1909,2026-08-01
7373,0.1873,2026-08-01
7374,0.2698,2026-09-01
7375,0.2796,2026-09-01
7400,0.5469,2025-09-01
7401,0.5484,2025-09-01
7402,0.2814,2025-10-01
7403,0.3011,2025-10-01
7404,0.2597,2025-11-01
7405,0.2525,2025-11-01
7406,0.5013,2025-12-01
7407,0.4955,2025-12-01
7408,0.437,2026-01-01
7409,0.4469,2026-01-01
7410,0.6152,2026-02-01
7411,0.5964,2026-02-01
7412,0.3778,2026-03-01
7413,0.3762,2026-03-01
7414,0.3985,2026-04-01
7415,0.3966,2026-04-01
7416,0.3022,2026-05-01
7417,0.2914,2026-05-01
7418,0.2571,2026-06-01
7419,0.2479,2026-06-01
7420,0.229,2026-07-01
7421,0.2347,2026-07-01
7422,0.1925,2026-08-01
7423,0.1861,2026-08-01
7424,0.2714,2026-09-01
7425,0.2797,2026-09-01
7450,0.5527,2025-09-01
7451,0.5474,2025-09-01
7452,0.2864,2025-10-01
7453,0.2998,2025-10-01
7454,0.2393,2025-11-01
7455,0.2519,2025-11-01
7456,0.5088,2025-12-01
7457,0.4975,2025-12-01
7458,0.4397,2026-01-01
7459,0.4465,2026-01-01
7460,0.6137,2026-02-01
7461,0.596,2026-02-01
7462,0.3747,2026-03-01
7463,0.3754,2026-03-01
7464,0.3939,2026-04-01
7465,0.3956,2026-04-01
7466,0.2956,2026-05-01
7467,0.2909,2026-05-01
7468,0.2539,2026-06-01
7469,0.2479,2026-06-01
7470,0.2209,2026-07-01
7471,0.2354,2026-07-01
7472,0.182,2026-08-01
7473,0.1849,2026-08-01
7474,0.2712,2026-09-01
7475,0.2805,2026-09-01
7500,0.551,2025-09-01
7501,0.547,2025-09-01
7502,0.2846,2025-10-01
7503,0.2989,2025-10-01
7504,0.2389,2025-11-01
7505,0.2524,2025-11-01
7506,0.5072,2025-12-01
7507,0.4978,2025-12-01
7508,0.4318,2026-01-01
7509,0.4465,2026-01-01
7510,0.6122,2026-02-01
7511,0.596,2026-02-01
7512,0.3738,2026-03-01
7513,0.3754,2026-03-01
7514,0.3971,2026-04-01
7515,0.3956,2026-04-01
7516,0.2948,2026-05-01
7517,0.2909,2026-05-01
7518,0.2559,2026-06-01
7519,0.2479,2026-06-01
7520,0.2194,2026-07-01
7521,0.2354,2026-07-01
7522,0.1816,2026-08-01
7523,0.1849,2026-08-01
7524,0.2719,2026-09-01
7525,0.2805,2026-09-01
7550,0.5505,2025-09-01
7551,0.5467,2025-09-01
7552,0.2889,2025-10-01
7553,0.2985,2025-10-01
7554,0.2341,2025-11-01
7555,0.2526,2025-11-01
7556,0.5098,2025-12-01
7557,0.4976,2025-12-01
7558,0.4331,2026-01-01
7559,0.4467,2026-01-01
7560,0.6112,2026-02-01
7561,0.5959,2026-02-01
7562,0.3697,2026-03-01
7563,0.3753,2026-03-01
7564,0.3989,2026-04-01
7565,0.3958,2026-04-01
7566,0.2934,2026-05-01
7567,0.2909,2026-05-01
7568,0.248,2026-06-01
7569,0.2478,2026-06-01
7570,0.2174,2026-07-01
7571,0.2353,2026-07-01
7572,0.1784,2026-08-01
7573,0.1849,2026-08-01
7574,0.2725,2026-09-01
7575,0.2804,2026-09-01
7600,0.2678,2025-10-01
7601,0.2919,2025-10-01
7602,0.2457,2025-11-01
7603,0.2508,2025-11-01
7604,0.5235,2025-12-01
7605,0.5064,2025-12-01
7606,0.4401,2026-01-01
7607,0.4467,2026-01-01
7608,0.619,2026-02-01
7609,0.5962,2026-02-01
7610,0.3838,2026-03-01
7611,0.3753,2026-03-01
7612,0.3972,2026-04-01
7613,0.3958,2026-04-01
7614,0.2926,2026-05-01
7615,0.2911,2026-05-01
7616,0.2497,2026-06-01
7617,0.2476,2026-06-01
7618,0.211,2026-07-01
7619,0.2353,2026-07-01
7620,0.175,2026-08-01
7621,0.185,2026-08-01
7622,0.2668,2026-09-01
7623,0.2802,2026-09-01
7650,0.2359,2025-10-01
7651,0.276,2025-10-01
7652,0.267,2025-11-01
7653,0.256,2025-11-01
7654,0.4981,2025-12-01
7655,0.5016,2025-12-01
7656,0.449,2026-01-01
7657,0.444,2026-01-01
7658,0.5908,2026-02-01
7659,0.5944,2026-02-01
7660,0.3688,2026-03-01
7661,0.373,2026-03-01
7662,0.39,2026-04-01
7663,0.3934,2026-04-01
7664,0.291,2026-05-01
7665,0.2928,2026-05-01
7666,0.2547,2026-06-01
7667,0.2515,2026-06-01
7668,0.2221,2026-07-01
7669,0.2381,2026-07-01
7670,0.1726,2026-08-01
7671,0.1905,2026-08-01
7672,0.2715,2026-09-01
7673,0.2803,2026-09-01
7700,0.2314,2025-10-01
7701,0.2676,2025-10-01
7702,0.2659,2025-11-01
7703,0.2556,2025-11-01
7704,0.4936,2025-12-01
7705,0.4989,2025-12-01
7706,0.4511,2026-01-01
7707,0.4449,2026-01-01
7708,0.5983,2026-02-01
7709,0.5967,2026-02-01
7710,0.3703,2026-03-01
7711,0.3695,2026-03-01
7712,0.3931,2026-04-01
7713,0.3936,2026-04-01
7714,0.2925,2026-05-01
7715,0.2923,2026-05-01
7716,0.2569,2026-06-01
7717,0.2503,2026-06-01
7718,0.2272,2026-07-01
7719,0.2371,2026-07-01
7720,0.1803,2026-08-01
7721,0.1908,2026-08-01
7722,0.2723,2026-09-01
7723,0.2781,2026-09-01
7750,0.2295,2025-10-01
7751,0.2667,2025-10-01
7752,0.2676,2025-11-01
7753,0.2563,2025-11-01
7754,0.4944,2025-12-01
7755,0.4989,2025-12-01
7756,0.4535,2026-01-01
7757,0.4449,2026-01-01
7758,0.6011,2026-02-01
7759,0.5967,2026-02-01
7760,0.372,2026-03-01
7761,0.3695,2026-03-01
7762,0.3919,2026-04-01
7763,0.3936,2026-04-01
7764,0.2928,2026-05-01
7765,0.2923,2026-05-01
7766,0.2551,2026-06-01
7767,0.2503,2026-06-01
7768,0.2265,2026-07-01
7769,0.2371,2026-07-01
7770,0.1824,2026-08-01
7771,0.1908,2026-08-01
7772,0.2731,2026-09-01
7773,0.2781,2026-09-01
7800,0.2306,2025-10-01
7801,0.2684,2025-10-01
7802,0.2671,2025-11-01
7803,0.2554,2025-11-01
7804,0.4954,2025-12-01
7805,0.4993,2025-12-01
7806,0.4532,2026-01-01
7807,0.4449,2026-01-01
7808,0.6015,2026-02-01
7809,0.5967,2026-02-01
7810,0.3719,2026-03-01
7811,0.3695,2026-03-01
7812,0.3916,2026-04-01
7813,0.3936,2026-04-01
7814,0.2927,2026-05-01
7815,0.2923,2026-05-01
7816,0.2575,2026-06-01
7817,0.2503,2026-06-01
7818,0.2293,2026-07-01
7819,0.2371,2026-07-01
7820,0.1847,2026-08-01
7821,0.1908,2026-08-01
7822,0.2755,2026-09-01
7823,0.2781,2026-09-01
7850,0.2296,2025-10-01
7851,0.268,2025-10-01
7852,0.2629,2025-11-01
7853,0.2552,2025-11-01
7854,0.4991,2025-12-01
7855,0.4985,2025-12-01
7856,0.4534,2026-01-01
7857,0.444,2026-01-01
7858,0.6045,2026-02-01
7859,0.5967,2026-02-01
7860,0.3682,2026-03-01
7861,0.3692,2026-03-01
7862,0.3906,2026-04-01
7863,0.3927,2026-04-01
7864,0.2863,2026-05-01
7865,0.2917,2026-05-01
7866,0.25,2026-06-01
7867,0.2504,2026-06-01
7868,0.228,2026-07-01
7869,0.237,2026-07-01
7870,0.1791,2026-08-01
7871,0.1902,2026-08-01
7872,0.2707,2026-09-01
7873,0.2772,2026-09-01
7900,0.2395,2025-10-01
7901,0.2618,2025-10-01
7902,0.2613,2025-11-01
7903,0.2547,2025-11-01
7904,0.5042,2025-12-01
7905,0.4965,2025-12-01
7906,0.4494,2026-01-01
7907,0.4447,2026-01-01
7908,0.6218,2026-02-01
7909,0.5966,2026-02-01
7910,0.377,2026-03-01
7911,0.3696,2026-03-01
7912,0.3951,2026-04-01
7913,0.3927,2026-04-01
7914,0.2907,2026-05-01
7915,0.2898,2026-05-01
7916,0.2407,2026-06-01
7917,0.2481,2026-06-01
7918,0.2195,2026-07-01
7919,0.237,2026-07-01
7920,0.183,2026-08-01
7921,0.1904,2026-08-01
7922,0.2681,2026-09-01
7923,0.2779,2026-09-01
7950,0.2393,2025-10-01
7951,0.2484,2025-10-01
7952,0.2422,2025-11-01
7953,0.2505,2025-11-01
7954,0.505,2025-12-01
7955,0.4971,2025-12-01
7956,0.4508,2026-01-01
7957,0.4462,2026-01-01
7958,0.6066,2026-02-01
7959,0.6013,2026-02-01
7960,0.3776,2026-03-01
7961,0.3786,2026-03-01
7962,0.4056,2026-04-01
7963,0.396,2026-04-01
7964,0.2839,2026-05-01
7965,0.2876,2026-05-01
7966,0.2409,2026-06-01
7967,0.249,2026-06-01
7968,0.2228,2026-07-01
7969,0.2353,2026-07-01
7970,0.1721,2026-08-01
7971,0.1828,2026-08-01
7972,0.2554,2026-09-01
7973,0.2691,2026-09-01
8000,0.2373,2025-10-01
8001,0.2445,2025-10-01
8002,0.229,2025-11-01
8003,0.2467,2025-11-01
8004,0.4995,2025-12-01
8005,0.4985,2025-12-01
8006,0.443,2026-01-01
8007,0.4463,2026-01-01
8008,0.6077,2026-02-01
8009,0.6003,2026-02-01
8010,0.3777,2026-03-01
8011,0.3786,2026-03-01
8012,0.4066,2026-04-01
8013,0.3965,2026-04-01
8014,0.2784,2026-05-01
8015,0.2875,2026-05-01
8016,0.2463,2026-06-01
8017,0.249,2026-06-01
8018,0.2236,2026-07-01
8019,0.2348,2026-07-01
8020,0.1755,2026-08-01
8021,0.1832,2026-08-01
8022,0.2611,2026-09-01
8023,0.2691,2026-09-01
8050,0.2346,2025-10-01
8051,0.2442,2025-10-01
8052,0.2297,2025-11-01
8053,0.2455,2025-11-01
8054,0.501,2025-12-01
8055,0.4989,2025-12-01
8056,0.446,2026-01-01
8057,0.4463,2026-01-01
8058,0.6079,2026-02-01
8059,0.6003,2026-02-01
8060,0.3773,2026-03-01
8061,0.3786,2026-03-01
8062,0.4056,2026-04-01
8063,0.3965,2026-04-01
8064,0.279,2026-05-01
8065,0.2875,2026-05-01
8066,0.2475,2026-06-01
8067,0.249,2026-06-01
8068,0.2225,2026-07-01
8069,0.2348,2026-07-01
8070,0.1759,2026-08-01
8071,0.1832,2026-08-01
8072,0.2591,2026-09-01
8073,0.2691,2026-09-01
8100,0.2325,2025-10-01
8101,0.2413,2025-10-01
8102,0.229,2025-11-01
8103,0.2448,2025-11-01
8104,0.5033,2025-12-01
8105,0.4962,2025-12-01
8106,0.4497,2026-01-01
8107,0.446,2026-01-01
8108,0.61,2026-02-01
8109,0.598,2026-02-01
8110,0.3764,2026-03-01
8111,0.3779,2026-03-01
8112,0.4043,2026-04-01
8113,0.396,2026-04-01
8114,0.2854,2026-05-01
8115,0.2871,2026-05-01
8116,0.2552,2026-06-01
8117,0.2502,2026-06-01
8118,0.2276,2026-07-01
8119,0.2345,2026-07-01
8120,0.1827,2026-08-01
8121,0.1843,2026-08-01
8122,0.2702,2026-09-01
8123,0.272,2026-09-01
8150,0.1665,2025-10-01
8151,0.1867,2025-10-01
8152,0.2046,2025-11-01
8153,0.2172,2025-11-01
8154,0.5018,2025-12-01
8155,0.5,2025-12-01
8156,0.4385,2026-01-01
8157,0.4382,2026-01-01
8158,0.5937,2026-02-01
8159,0.5885,2026-02-01
8160,0.3621,2026-03-01
8161,0.3687,2026-03-01
8162,0.3985,2026-04-01
8163,0.396,2026-04-01
8164,0.2842,2026-05-01
8165,0.2871,2026-05-01
8166,0.2547,2026-06-01
8167,0.2531,2026-06-01
8168,0.2381,2026-07-01
8169,0.2369,2026-07-01
8170,0.191,2026-08-01
8171,0.1856,2026-08-01
8172,0.2739,2026-09-01
8173,0.2747,2026-09-01
8200,0.1621,2025-10-01
8201,0.1802,2025-10-01
8202,0.1975,2025-11-01
8203,0.2131,2025-11-01
8204,0.5021,2025-12-01
8205,0.4996,2025-12-01
8206,0.438,2026-01-01
8207,0.4378,2026-01-01
8208,0.5926,2026-02-01
8209,0.5888,2026-02-01
8210,0.3616,2026-03-01
8211,0.3677,2026-03-01
8212,0.396,2026-04-01
8213,0.3966,2026-04-01
8214,0.2822,2026-05-01
8215,0.2853,2026-05-01
8216,0.2576,2026-06-01
8217,0.2528,2026-06-01
8218,0.2394,2026-07-01
8219,0.2363,2026-07-01
8220,0.1889,2026-08-01
8221,0.1823,2026-08-01
8222,0.2756,2026-09-01
8223,0.2759,2026-09-01
8250,0.1596,2025-10-01
8251,0.1791,2025-10-01
8252,0.1978,2025-11-01
8253,0.213,2025-11-01
8254,0.5025,2025-12-01
8255,0.5,2025-12-01
8256,0.4397,2026-01-01
8257,0.4378,2026-01-01
8258,0.5882,2026-02-01
8259,0.5877,2026-02-01
8260,0.3618,2026-03-01
8261,0.3675,2026-03-01
8262,0.3964,2026-04-01
8263,0.3962,2026-04-01
8264,0.2839,2026-05-01
8265,0.2855,2026-05-01
8266,0.255,2026-06-01
8267,0.2528,2026-06-01
8268,0.2376,2026-07-01
8269,0.2357,2026-07-01
8270,0.1843,2026-08-01
8271,0.1821,2026-08-01
8272,0.2755,2026-09-01
8273,0.2757,2026-09-01
8300,0.1606,2025-10-01
8301,0.179,2025-10-01
8302,0.1986,2025-11-01
8303,0.2131,2025-11-01
8304,0.5021,2025-12-01
8305,0.4991,2025-12-01
8306,0.44,2026-01-01
8307,0.4378,2026-01-01
8308,0.587,2026-02-01
8309,0.5877,2026-02-01
8310,0.3611,2026-03-01
8311,0.3675,2026-03-01
8312,0.3957,2026-04-01
8313,0.3962,2026-04-01
8314,0.2831,2026-05-01
8315,0.2855,2026-05-01
8316,0.2568,2026-06-01
8317,0.2528,2026-06-01
8318,0.2395,2026-07-01
8319,0.2357,2026-07-01
8320,0.185,2026-08-01
8321,0.1821,2026-08-01
8322,0.2758,2026-09-01
8323,0.2757,2026-09-01
8350,0.1587,2025-10-01
8351,0.1764,2025-10-01
8352,0.1952,2025-11-01
8353,0.2124,2025-11-01
8354,0.5024,2025-12-01
8355,0.4993,2025-12-01
8356,0.4386,2026-01-01
8357,0.4366,2026-01-01
8358,0.5867,2026-02-01
8359,0.5884,2026-02-01
8360,0.3581,2026-03-01
8361,0.3662,2026-03-01
8362,0.3956,2026-04-01
8363,0.3967,2026-04-01
8364,0.2832,2026-05-01
8365,0.2851,2026-05-01
8366,0.2577,2026-06-01
8367,0.2526,2026-06-01
8368,0.2416,2026-07-01
8369,0.2358,2026-07-01
8370,0.1843,2026-08-01
8371,0.1812,2026-08-01
8372,0.2744,2026-09-01
8373,0.275,2026-09-01
8400,0.1506,2025-10-01
8401,0.1677,2025-10-01
8402,0.1958,2025-11-01
8403,0.2143,2025-11-01
8404,0.5,2025-12-01
8405,0.4977,2025-12-01
8406,0.4342,2026-01-01
8407,0.4338,2026-01-01
8408,0.586,2026-02-01
8409,0.5856,2026-02-01
8410,0.3613,2026-03-01
8411,0.3654,2026-03-01
8412,0.4053,2026-04-01
8413,0.3994,2026-04-01
8414,0.2865,2026-05-01
8415,0.2834,2026-05-01
8416,0.2723,2026-06-01
8417,0.2573,2026-06-01
8418,0.2409,2026-07-01
8419,0.2379,2026-07-01
8420,0.1828,2026-08-01
8421,0.1824,2026-08-01
8422,0.273,2026-09-01
8423,0.2797,2026-09-01
8450,0.1511,2025-10-01
8451,0.1654,2025-10-01
8452,0.2057,2025-11-01
8453,0.217,2025-11-01
8454,0.4925,2025-12-01
8455,0.4926,2025-12-01
8456,0.4335,2026-01-01
8457,0.4338,2026-01-01
8458,0.5832,2026-02-01
8459,0.5856,2026-02-01
8460,0.3592,2026-03-01
8461,0.3654,2026-03-01
8462,0.4065,2026-04-01
8463,0.3994,2026-04-01
8464,0.2884,2026-05-01
8465,0.2834,2026-05-01
8466,0.2724,2026-06-01
8467,0.2573,2026-06-01
8468,0.2429,2026-07-01
8469,0.2379,2026-07-01
8470,0.1896,2026-08-01
8471,0.1824,2026-08-01
8472,0.2754,2026-09-01
8473,0.2797,2026-09-01
8500,0.1519,2025-10-01
8501,0.1655,2025-10-01
8502,0.2064,2025-11-01
8503,0.2176,2025-11-01
8504,0.4925,2025-12-01
8505,0.492,2025-12-01
8506,0.4363,2026-01-01
8507,0.4335,2026-01-01
8508,0.5861,2026-02-01
8509,0.5851,2026-02-01
8510,0.3604,2026-03-01
8511,0.3654,2026-03-01
8512,0.4075,2026-04-01
8513,0.3993,2026-04-01
8514,0.2881,2026-05-01
8515,0.2834,2026-05-01
8516,0.2706,2026-06-01
8517,0.2572,2026-06-01
8518,0.2423,2026-07-01
8519,0.2383,2026-07-01
8520,0.19,2026-08-01
8521,0.1825,2026-08-01
8522,0.2755,2026-09-01
8523,0.2796,2026-09-01
8550,0.1519,2025-10-01
8551,0.166,2025-10-01
8552,0.2067,2025-11-01
